pincode,latitude,longitude
793121,25.4419064,91.6690494
560043,13.0223768,77.6439649
208001,26.4695434,80.3260767
202133,27.9989325,78.502793
560016,13.01969,77.6773774
843331,26.6509555,85.7055983
843330,26.8251943,85.5624459
271865,27.8834024,81.4532635
283204,27.223501,78.2953886
845418,26.6652605,85.1939315
273164,27.4009528,83.4410868
843317,26.8472617,85.580497
431001,19.8602667,75.3223645
843324,26.2231461,85.7110713
201102,28.7556416,77.3251518
121004,28.343289,77.3254256
560068,12.8986856,77.6365787
847108,26.3257282,86.508616
560032,13.0262912,77.5997924
332001,27.615501,75.1620919
812005,25.1953487,86.9800914
143001,31.6372447,74.8770834
122001,28.4681096,77.0376891
201301,28.5475656,77.3871459
110018,28.6375991,77.0830226
477116,26.4247983,78.4418565
475110,25.8875614,78.3328908
483501,23.8308319,80.4075117
110059,28.6187159,77.0530695
845304,26.749,85.13754
736135,26.1205842,89.4632807
226003,26.8635189,80.8984844
733129,25.6414436,88.3277752
782104,26.3070013,92.3635211
783350,26.566333,90.061739
282005,27.2129148,78.0092787
247667,29.8699208,77.888009
201001,28.6608689,77.4240559
201206,28.7288068,77.5074582
782124,26.4409333,92.6281166
431401,19.2611136,76.7758146
782105,26.2463727,92.3298214
793119,25.5536526,91.2017316
845303,26.1035913,84.8771491
782127,26.4203048,92.3323093
201009,28.6436133,77.4331214
783360,26.491924,90.1846823
110086,28.7036078,77.0629407
282001,27.1496485,78.0568407
793150,25.4530297,92.2816056
282010,27.1817504,77.9841236
201002,28.6691915,77.4555694
847421,26.5280962,86.4728045
209801,26.5727248,80.4668938
247001,29.9504823,77.5426947
786602,27.3599945,95.3227294
784509,26.7566889,92.0992906
783390,26.4623325,90.9097259
781354,26.4512041,91.619269
783331,26.0966181,89.9451915
222001,25.7715764,82.7092514
421503,19.1643179,73.2391604
560037,12.9623272,77.6972859
787057,27.3933496,94.3338698
283125,27.1079419,78.2054925
385545,24.495743,72.3021754
283203,27.1574692,78.4026237
474001,26.2007414,78.1579423
783348,26.2649018,90.2203585
786156,27.6974128,95.5728203
524311,14.5964055,79.7561045
560035,12.8979301,77.7009299
209821,26.5249828,80.754934
783101,26.1652341,90.6093559
560036,13.0161532,77.6981648
783334,26.1543378,89.8454274
385310,24.5051195,72.0304819
784110,26.7086834,92.476996
781366,26.5198367,91.7046838
786152,27.6478484,95.6965613
786151,27.5709265,95.555473
271855,28.1151295,81.2800268
385330,24.109072,71.7616596
141007,30.9254676,75.8788052
384265,23.7953537,72.1394727
786171,27.3945708,95.6220491
600069,13.0001119,80.0967722
800001,25.6091102,85.150958
787031,27.256833,94.0632464
783384,26.3316475,90.6902258
783339,26.1790088,89.9553785
390019,22.3029183,73.2326586
263139,29.2095802,79.52996
385001,24.175825,72.4175601
202001,27.8918254,78.0813421
248001,30.3320846,78.0402168
560066,12.9668492,77.7516428
283111,27.0211182,78.3146785
786174,27.4092233,95.7675136
782446,25.9174532,92.9529097
560100,12.8502428,77.6545244
524002,14.4607446,79.9883619
560077,13.0608062,77.6548332
793015,25.4231043,91.9186276
389180,22.996101,74.1777386
283201,27.3190999,78.1942472
363641,22.8118032,70.8319219
492001,21.2387328,81.6511241
273001,26.7502759,83.3751258
282006,27.1897853,78.0449831
203205,28.4529508,77.6966039
281204,27.5575987,77.7916007
845307,26.9222034,84.5278083
494444,18.8084358,80.8261523
815353,24.2315393,86.6631728
389170,23.0917908,74.146602
494447,18.79,80.81
385535,24.2735443,72.0806119
281201,27.8871571,77.6856069
842002,26.1114293,85.3946925
385120,24.1617422,72.7720604
385320,24.0630719,71.5778996
210001,25.4478269,80.4056473
370001,23.2978986,69.6509641
793105,25.8244961,91.992491
784116,26.5529799,92.2038282
781102,26.2310803,91.5606964
473335,24.8427757,77.8006065
273305,27.1313509,83.774903
734010,26.7251239,88.3846899
788831,25.3181745,93.1778036
793112,25.250951,91.6720881
834001,23.3729526,85.3370877
394107,21.2433937,72.8495991
431806,19.149985,77.4646116
473443,24.3826606,78.0429178
785112,26.8350662,94.4132774
362265,20.9221898,70.3585402
421004,19.2107375,73.1615473
784507,26.793939,92.291048
226005,26.8068315,80.9062224
781025,26.1510061,91.7463395
783120,26.0754016,90.483334
843313,26.7396987,85.2768113
364002,21.7743227,72.1509749
793008,25.5946241,91.8952167
785613,26.5296017,93.7810454
782435,26.0049667,92.8535818
843315,26.503,85.51165
844127,25.5320178,85.3668289
440034,21.1010776,79.1187202
384240,23.6926679,71.9067556
425001,21.0044721,75.5558175
390022,22.3322802,73.2212667
431512,19.3347908,77.1521679
413201,18.741788,75.2832068
382721,23.233668,72.5152462
477001,26.4835254,78.7943423
793108,25.2408856,91.7199937
700159,22.6075352,88.4312017
208004,26.4515566,80.3577958
110040,28.8484009,77.0896352
793016,25.5739167,91.8848611
811213,25.2331962,86.554164
782120,26.4406895,92.6840538
560047,12.9567959,77.6165499
797001,25.6714347,94.1030947
343049,24.937548,72.242301
271824,27.5716437,81.4472607
781372,26.6632486,91.3466388
387001,22.6890981,72.8663694
390001,22.3011132,73.2047281
781334,26.4011104,91.425466
141012,30.8841659,75.7909553
387430,22.8235497,72.8793928
786614,27.28,95.24
390020,22.2968692,73.1705383
401209,19.4173258,72.8266732
853204,25.4506416,86.9485175
395004,21.2231432,72.8238635
342301,27.1489193,72.3001052
110003,28.5969214,77.2235225
824231,24.6736885,84.9810978
383422,24.3697565,73.0311194
797112,25.8767771,93.7065561
788005,24.8092065,92.7965014
210121,25.5873505,80.6105874
787055,27.1772549,94.3919422
385555,23.9691228,71.8211087
801505,25.5809661,85.0784447
261505,27.7897857,80.2753695
781011,26.1557411,91.7004966
560029,12.9308405,77.6074782
360022,22.192736,70.7729653
401107,19.2803884,72.8723551
843103,26.2050156,85.5466866
360370,21.7561314,70.6205393
415523,17.9796478,74.4351767
782442,25.9850949,92.9242304
460001,21.885255,77.8832841
782486,25.8626482,92.4879935
783394,26.633388,90.476963
110017,28.5414714,77.2128819
385530,24.190888,72.0342791
410206,18.9942507,73.1144637
786191,27.34,95.35
786610,27.2769362,95.3305205
733134,25.6269526,88.1546047
473101,24.3842746,77.4124688
821106,25.0877229,83.551741
797005,25.5641573,94.1440385
560103,12.9170541,77.6723963
784525,26.5932761,91.9765885
362275,20.862231,70.5364804
328022,26.6380687,77.4151794
795128,24.3434304,93.5984484
845453,26.9932086,84.3279543
431705,19.4891342,77.0388669
208003,26.4608883,80.3261292
343040,24.7785484,72.0869047
208007,26.3237948,80.5266009
781009,26.1654661,91.732942
782439,26.0592246,92.9633661
393001,21.6256681,73.0070457
223104,25.9176854,82.6147937
721517,22.2498929,86.8829006
451001,21.8427138,75.5860891
110085,28.7195133,77.1150401
391152,22.0386024,73.8808727
390009,22.2730733,73.2065965
783330,26.0147906,90.0736069
364001,21.76583,72.1343569
400058,19.1216938,72.8396439
788155,24.6792662,92.5721541
389341,22.6150851,73.7055146
782485,25.9800838,92.7444771
783135,25.7231244,89.9025143
243601,28.0150449,79.1350994
834002,23.3385285,85.3137586
785601,26.1028223,93.8575022
209306,26.6636896,79.8119122
431604,19.1499013,77.3234116
395003,21.2031281,72.8328474
800002,25.5911548,85.1067383
734014,26.6815714,88.3245778
360575,21.6425152,69.6141518
794105,25.6290063,90.0878898
144401,31.2211315,75.7860446
781034,26.1412441,91.7510973
363621,22.6277633,70.9490191
400607,19.2445964,72.9965307
782411,26.2382481,92.1421484
794005,25.4291454,90.2046697
341025,26.9942931,73.3321729
783380,26.4647956,90.5611725
560076,12.8826231,77.6040475
782402,26.1377124,91.9855164
783375,26.6385131,90.3782602
332709,27.5601384,75.5662521
570019,12.3299047,76.6765633
560049,13.0599316,77.7307779
384001,23.6046928,72.3954923
331403,28.4394209,74.4777412
560061,12.9041642,77.539949
473001,24.6849768,77.3441139
785611,26.6637253,93.852593
781380,26.3318268,91.6644884
343001,25.3421421,72.6070881
781337,26.452338,91.447045
500059,17.3515676,78.5101277
600100,12.9227396,80.1969652
221011,25.2526561,82.9629814
835302,23.3998733,84.7066352
784514,26.60561,92.153004
343041,24.8077124,71.7132799
794110,25.7922457,90.6935942
471313,24.5659179,79.1667455
382305,23.1590549,72.843049
788009,24.8127755,92.8613714
741502,23.3284924,88.6557354
788030,24.8847263,92.883684
854304,25.8367324,87.4781751
247341,29.7559213,77.2533994
122002,28.4657541,77.0877422
785690,27.0159882,95.0306497
302012,26.9456266,75.7430903
841311,26.1854181,84.7084579
476221,26.3524479,77.848239
793113,25.2925347,91.5798964
440027,21.1083081,79.0919433
500013,17.3949782,78.5272051
454010,22.3837706,75.4019637
389151,22.8459277,74.2378773
794002,25.7791674,90.4199954
391170,22.0830124,74.0126732
361310,22.307364,69.5788585
845315,26.73403,85.044413
328001,26.7021,77.9044931
394370,21.4680208,74.1585764
250611,29.1046968,77.2669163
212635,26.0064704,80.513485
785635,26.687335,94.4006994
271903,27.1945278,81.5645643
585290,16.38,76.64
226021,26.7805772,80.6748067
788118,24.7271083,92.7840477
360002,22.2732002,70.7997293
389001,22.7767435,73.6213916
425412,21.3742086,74.2410712
785603,26.4085184,94.0281529
794101,25.5160536,90.1877499
342303,26.714099,72.8357889
383205,23.3050028,72.9064383
782136,26.5680174,93.1554052
823001,24.7940325,84.9979752
206001,26.7850953,79.0113621
560048,12.9890486,77.7067315
209402,26.302885,80.4647802
735132,26.3980976,88.7209171
382006,23.2049505,72.6271509
482003,23.1658131,79.9036811
247776,29.4426553,77.3234807
785685,26.907317,94.7208899
451551,21.9803002,74.8400524
226016,26.3328511,80.8535591
781360,26.7383799,91.5164582
794107,25.714278,91.095407
364710,22.1713126,71.6627237
362001,21.5141953,70.4842131
783381,26.4732362,90.5427288
360579,21.7424991,69.5188301
785686,26.9051452,94.7891306
271208,27.5452534,82.3982443
221002,25.339083,82.9810046
476115,26.6689925,78.3693595
225301,27.0304963,81.1509883
788002,24.839266,92.8057676
473880,25.6433256,77.9117307
431122,18.9986589,75.7825717
302001,26.9294946,75.789856
383255,24.03366,73.0489473
242001,27.8803101,79.8970165
560064,13.1439643,77.5597677
785630,26.5832975,94.1847227
361006,22.4543839,70.0398276
442401,19.9871214,79.3171957
491001,21.1729253,81.2907765
585202,16.7626741,77.1351615
500032,17.4403737,78.3529587
476001,26.4977605,78.0047438
307026,24.4841083,72.7884624
735204,26.6927829,89.11436
781344,26.6361485,91.46924
209401,26.2685245,80.4271875
110061,28.5485684,77.0570061
395005,21.2234078,72.7893355
782403,26.1212498,92.0974257
781012,26.1603208,91.6839142
328021,26.6420144,77.6058638
271311,27.0687938,81.6599369
360055,22.0393909,71.20886
793160,25.3472537,92.2880535
243201,28.8287028,79.4688124
363650,22.6256058,70.6371253
323022,25.1664574,75.5447422
413304,17.6750466,75.3673411
783337,26.3506995,90.0814256
261201,27.4769705,81.0314387
382016,23.226681,72.6408831
370165,23.6334081,70.5339469
110045,28.59331,77.0801106
273015,26.7748536,83.35188
814119,24.2253138,87.3286114
203001,28.4024078,77.8794299
793161,25.26,92.08
208021,26.3989992,80.3112113
141010,30.8944149,75.9060951
824233,24.7532667,85.1461752
384245,23.6968036,71.7688209
471405,24.5689242,79.588785
788116,24.8299999,92.89
560087,12.9244692,77.7291947
473446,24.7119436,78.1372743
228001,26.2318505,81.8110288
389140,22.8344168,73.9976745
782480,26.137201,93.7494904
242221,27.6764474,79.6364518
334001,28.0234662,73.3245798
110037,28.5441638,77.1249201
781335,26.4417774,91.4382047
797108,25.7057343,94.4619287
385575,24.391367,71.4719938
464886,23.2580382,78.4615754
271831,27.6919339,81.9059129
387620,23.0238829,73.0816144
110092,28.6260198,77.3187988
226020,26.8883368,80.9290022
560102,12.9143784,77.6432565
483770,23.8539311,80.7973931
370145,23.3796752,70.6523038
457661,22.7708175,74.5904243
262907,28.234108,80.9949593
781123,25.9868195,91.220394
385110,24.3234764,72.855954
799263,24.1609082,92.1174195
110034,28.6947374,77.1340053
452002,22.7126905,75.8447274
847232,26.4880444,86.1979151
471625,24.8905959,79.9128187
793120,25.5978629,91.6046834
781020,26.185746,91.8030545
261203,27.2941795,81.1386235
462003,23.2278862,77.4031601
394230,21.0864781,72.8699198
142026,30.800854,75.4835414
143110,31.7341488,74.6212479
400070,19.0790416,72.8830467
314030,23.4492232,73.9261008
451335,21.915692,75.7590686
201306,28.4958318,77.4775507
389115,22.9179424,73.8411741
788011,24.69,92.75
785689,27.048248,94.914828
794103,25.2739766,90.1760914
800014,25.6078426,85.0834289
500005,17.3159098,78.4819556
232101,26.2687185,82.1913786
824232,24.7350461,85.3122459
413401,18.2011788,75.7211698
321204,27.684253,77.0832221
205261,27.0446607,78.8504687
784160,27.106355,93.9274867
788003,24.8294516,92.7777588
421306,19.227217,73.1223055
785001,26.7538675,94.206705
845433,26.8771937,84.7847959
814153,24.7063734,87.1618782
783370,26.4147029,90.2706174
793004,25.5665257,91.88055
781131,26.0443083,91.586251
251002,29.4706225,77.705822
272153,27.1885395,82.8731633
243001,28.3601418,79.4222907
785702,26.5068961,93.9717141
400612,19.1892301,73.0420478
475661,25.6757904,78.4499366
799045,23.8200383,91.4716134
788114,24.5048872,92.7651323
500072,17.4904927,78.4014429
382610,23.2981182,72.6700044
385360,23.7495369,71.4507823
483332,23.570149,80.413585
793109,25.2314366,92.0613051
384151,23.9153071,72.368178
793110,25.2274334,91.8138605
470001,23.8062572,78.750175
781313,26.4875606,90.9385455
785640,26.9867629,94.6378304
782121,26.3876674,92.2280825
560092,13.0614905,77.5938961
476337,25.7978567,76.7634716
261208,27.7331639,81.1577468
786001,27.3187048,94.6211391
389152,22.7219673,74.2098663
383315,23.4664658,73.2926368
262903,28.2085196,80.8774306
363427,22.713299,71.8797184
781007,26.1719069,91.7631068
389365,22.5535383,73.6390693
732124,24.9957944,88.2209793
365560,21.0446586,71.4471503
794109,25.8140601,90.3216422
797107,25.6313963,94.2740218
794102,25.2380807,90.6153846
781367,26.6152173,91.563987
301405,27.8397983,76.7645076
788120,24.6589996,92.6364972
431701,19.4953125,77.3549554
303012,26.8765442,75.934485
845415,25.7660805,86.1260892
209204,26.6842821,79.9893489
224122,26.4311586,82.5134875
362720,20.7908075,70.7310511
362150,21.0609609,70.5375823
362510,20.7584006,71.059789
625017,9.9336182,78.0956329
262122,28.5562144,80.1351712
121002,28.4154146,77.3295531
796321,23.4972519,93.3365636
389382,22.6584028,74.1212908
454660,22.9936224,75.1939916
396001,20.6157007,72.9309713
816107,24.617643,87.8184625
781315,26.5265281,90.9811629
801503,25.6272746,85.0515566
844504,25.673031,85.4036327
788101,24.8099658,92.9152078
473551,25.4438065,77.6794959
845305,26.7028419,84.9154113
343029,25.0145341,72.2671917
786183,27.4941153,95.2606599
784114,26.6892873,92.3191023
733123,25.2655626,88.9086059
781368,26.7009433,91.6631433
464221,23.885941,77.9267159
786125,27.4904169,95.3573578
560083,12.8151905,77.5761358
734013,26.728769,88.3435228
396065,20.3161349,73.2433431
273007,26.8256295,83.3418634
363310,22.9581493,71.411686
788723,24.67941,92.341638
271801,27.5627288,81.5729131
271870,27.4963917,81.6887629
784146,26.4885892,92.0928341
302002,26.9352634,75.8373419
793111,25.3678142,91.7720996
560091,12.9947022,77.4849282
793200,25.3261199,92.4488207
362550,20.7974076,71.1370132
784176,26.7542682,93.1483345
387630,22.8937355,72.9901759
383270,24.2504035,73.037481
784115,26.4010145,91.9196016
783349,26.1982891,90.1416556
845302,26.1638089,86.0271126
784510,26.7022537,91.9853511
793012,25.5973599,91.9757434
784174,26.8180762,93.1403166
205262,27.2652827,79.1844037
450332,21.3893163,76.5445425
793009,25.5739167,91.8848611
452001,22.700149,75.9163961
212213,25.4893048,81.6274017
273008,26.8950895,83.4178907
410405,18.7635519,73.5050216
560093,12.9841487,77.6698439
788724,24.6001633,92.3312485
784190,26.5780887,92.0635495
271902,27.39585,81.47279
788830,25.1079338,93.1525647
385540,24.1945922,72.1656537
803201,25.4764388,85.2768857
785705,26.4857178,94.3197049
457779,22.928118,74.5157024
450221,21.4637342,76.476523
794108,25.8558698,90.5496117
788164,24.65,92.5699999
141015,30.8955771,75.9331872
385565,24.3884151,71.6244574
431715,18.6809822,77.3594685
185121,33.67197,74.2724305
783129,26.094606,90.3740599
804408,25.2146616,84.9533104
450331,21.3384885,76.244805
271503,27.2152597,81.7879368
285203,26.0044362,79.928682
800008,25.6326657,85.1754842
804418,25.3557584,85.1134739
421301,19.4091606,73.1978978
209303,26.4765912,79.9023829
207001,27.5528129,78.690389
250002,28.970247,77.7065453
390011,22.2753041,73.1911324
201310,28.4514944,77.5017446
785697,26.9836944,94.6500833
471301,24.7347706,79.4091891
788737,24.75,92.34
800004,25.6359433,85.1248557
799035,23.8160138,91.4212143
261205,27.5413608,81.2060353
493225,21.347849,81.8689843
363440,22.3974763,71.4107956
325205,25.07751,76.5215923
307024,24.5842146,72.9650399
786190,27.5528,95.55
226017,26.8434407,80.8733323
141008,30.9306915,75.8390066
205247,27.1426591,79.1204945
148001,30.2477465,75.8361495
323802,25.6816436,75.7435234
384285,23.9890672,72.1511656
794001,25.5167785,90.2342264
560024,13.0414384,77.5972008
322230,26.7414698,77.0332485
384325,23.8508032,72.6313018
843128,26.2639421,85.3292512
733156,25.7649491,88.1867025
388550,22.313121,72.619401
395006,21.2177402,72.8740138
786613,27.2270278,94.9865648
804417,25.2437656,84.9921732
798625,26.5018029,94.756348
454001,22.5930821,75.3254373
800026,25.5939502,85.1741028
391770,22.5615026,73.2212548
793019,25.5892855,91.9122455
160036,30.7398754,76.7485052
793102,25.9223574,91.9280283
473660,25.4612911,78.1600036
273303,27.1418146,83.517561
389380,22.7049735,73.9177893
395001,21.1820737,72.8191899
362560,20.8253636,71.0323371
451332,21.6906781,75.9925746
476111,26.7264529,78.2179099
811314,24.7721456,86.2371003
737126,27.1748339,88.4043983
786181,27.3185318,95.7223363
793103,25.7078884,92.0136501
388001,22.556616,72.9676689
788119,24.729071,92.8853831
788152,24.6664707,92.5389935
385505,24.3780531,72.4814465
835222,23.4028145,85.2219031
788931,25.5051204,92.7329027
793151,25.5547356,92.1995254
734003,26.786334,88.4224644
488441,24.4167739,80.0717846
222132,25.7222696,82.6292038
243505,28.5716742,79.3526727
600045,12.9289284,80.1145128
794111,25.5717169,90.6104366
271604,27.2593026,82.3977337
781031,26.1982087,91.6900387
476335,26.0783057,77.0175721
326038,24.7303135,76.3922339
782410,26.1075641,92.2060153
785633,24.1911,92.1413
782461,25.9805489,93.4241874
464551,23.2732547,77.7132114
845103,27.1714693,84.2876392
391165,22.3326648,74.0378062
793005,25.5702426,91.8613578
385340,23.8287731,71.6160292
800006,25.6102509,85.1772432
781005,26.1598217,91.7755106
800007,25.5993113,85.2414378
208011,26.4244468,80.3257663
421302,19.2940154,73.0569373
452009,22.6907451,75.8346176
110032,28.6752963,77.2856385
736182,26.8122666,89.3933485
788163,24.5108629,92.6828177
361005,22.4614186,70.0625149
785675,27.1907822,94.8726721
787060,27.7796817,95.1303288
271851,27.6969838,81.4469089
261204,27.360648,81.3186188
585104,17.3641512,76.8539453
362725,23.7859,72.6389
845306,27.1690524,84.5483201
242127,27.7355659,79.4414961
845101,26.6248713,84.2173007
271205,27.444342,82.71583
391160,22.3786127,73.8552775
788819,25.161102,93.0170361
370140,23.3506823,70.3450138
477441,26.2996833,79.0217642
614602,10.4212742,79.3203865
797110,25.6158407,93.6500662
560045,13.0366414,77.6191194
782460,25.8522287,93.4383834
251001,29.4740196,77.6965998
342306,26.6052689,72.7079597
385135,24.336809,72.5512353
783134,25.9854303,90.8694236
785612,26.6299995,93.5757835
786601,27.3844668,95.2799145
307029,25.4498771,72.7890819
110074,28.4831875,77.1864343
798612,26.2442042,94.8348103
389230,23.1343329,73.6126057
342001,26.2883139,73.0218623
785634,26.6628343,94.313017
360004,22.2638082,70.7868668
389175,23.0068273,73.9617747
209861,26.4799318,80.3864411
843332,26.7621937,85.4423647
301001,27.5740332,76.6086983
560067,12.9455662,77.821318
845449,26.9442549,84.5184089
788720,24.806201,92.4222535
208002,26.4789802,80.3113961
389210,22.9680218,73.6451725
146001,31.5287807,75.9049869
798626,26.1798084,95.0049468
494122,18.2225932,81.5267697
782447,25.750127,93.1879777
272192,27.3298765,82.6634264
302020,26.8563045,75.7612374
811303,24.6637235,86.3445085
273304,27.2848241,83.7361462
450117,21.8846444,76.9293782
305001,26.461841,74.6362515
737121,27.1607223,88.2072717
793010,25.5105213,91.8794067
794104,25.7870099,89.9944828
413517,18.4011888,77.0364716
285205,26.0479834,79.1902521
341001,27.1666266,73.7395937
271504,27.0413495,81.7787297
560078,12.8968845,77.5825509
272163,26.8681667,82.571815
782448,25.7518491,92.8316804
365565,21.4555373,71.4637524
363330,22.9448321,71.1736229
793002,25.5834979,91.8754107
485001,24.5830003,80.8500114
143505,31.818301,75.2113933
473885,24.9738638,77.566199
361305,22.205216,69.6529866
360001,22.293066,70.7927391
203207,28.5510458,77.5464581
389350,22.5107391,73.4573068
788007,24.822882,92.793632
387130,22.8225974,72.7762774
825301,23.9828491,85.3707483
842001,26.1247406,85.3808622
360110,22.3950843,70.6069155
276121,26.2005318,83.2270817
307025,24.4599465,73.1556952
700004,22.5998954,88.374674
788099,24.640477,92.934116
462022,23.2403525,77.4839201
783393,26.6244291,90.6167315
209214,26.3061166,80.259487
244901,28.7817469,79.0337411
783131,25.5488283,89.8760216
394716,20.9478779,73.7999615
782450,25.9682627,92.5949751
845301,25.7210698,85.5883281
243503,28.2682433,79.5828054
784508,26.688867,92.2035056
793106,25.2451904,91.2703465
786182,27.3008605,95.7446872
302003,26.9162558,75.8149646
785692,27.1074655,95.2000131
832104,22.5024149,86.4635356
323001,25.4397189,75.642282
141001,30.9033387,75.828767
382421,23.1719601,72.6136847
457990,22.4574061,74.5571836
391440,22.2467155,73.0854381
342311,27.2713559,72.9489869
332311,27.8277367,75.0269361
421501,19.2062037,73.184336
440035,21.135437,79.1613316
342302,26.9375351,72.6302251
394210,21.1589671,72.8570411
140301,30.7547955,76.6544358
835205,23.4717131,85.1459617
390002,22.3283652,73.181278
794106,25.3759998,89.9104332
244001,28.8490514,78.7633877
786010,27.427281,95.0243454
302017,26.8391981,75.8305161
794115,25.4404491,89.944089
226010,26.8548847,81.0012619
144601,31.374543,75.37426
343030,25.0707312,72.020809
788722,24.7455824,92.3503492
734429,26.6901768,88.212002
801110,25.8490512,85.9331661
205264,27.0271642,78.9509201
395010,21.1999591,72.8743092
413203,18.378724,75.1428714
835214,23.4944955,85.0715383
394520,21.2604527,72.8234674
787032,27.45,95.01
382870,23.5702107,72.7535193
475330,25.985904,77.8661555
391150,22.0358868,73.7351442
845452,26.8733859,84.3181086
560084,13.0122764,77.628151
845438,26.7177544,84.7755275
362268,20.9099123,70.4985292
793014,25.5634137,91.9032309
783132,26.0485741,90.1950289
477445,26.3283988,78.9063182
110070,28.5218898,77.1596433
343032,25.2737098,72.0450971
781325,26.5017817,91.1518732
845401,26.6306645,84.9052149
431402,19.2429687,76.7713308
781136,26.0811935,91.1409186
560097,13.0778781,77.5569036
209307,26.518137,80.0258
781001,26.1764718,91.7488493
302004,26.89169,75.7920319
781125,26.0710156,91.5226175
784111,26.7897072,92.3751891
384315,23.7054872,72.5499902
382355,23.1484188,72.7496072
464228,24.1186631,77.6984452
560005,12.9964644,77.6199591
735135,26.6309685,88.524422
782470,26.3625542,93.7788212
363520,22.3646613,71.1946165
141013,30.8677694,75.8306047
250001,28.8969638,77.6868143
325004,25.5450839,76.4124171
800020,25.5933072,85.1588746
455001,22.9553104,76.0728027
385550,24.0808697,71.9450703
302016,26.9268506,75.7900172
389155,22.6159666,74.0194539
783373,26.4820644,90.3949884
396445,20.9470062,72.9297153
784125,26.4384427,92.0297981
271881,27.957177,81.6038176
781135,25.9389326,91.1417289
226018,26.8514685,80.9255218
383350,23.4950813,73.5045622
784113,26.4331,92.09883
781016,26.1643025,91.7464755
786147,27.56,95.3199999
736145,26.1577873,89.3887364
797103,25.8006423,93.7726129
382150,23.1155314,72.0486565
385566,24.6043822,71.483593
451331,21.8843245,75.9940599
793021,25.5540086,91.957206
222139,26.0804138,82.0256579
271872,27.2917459,81.6697893
793001,25.5795063,91.888911
208020,26.4706973,80.2452518
431702,19.6451092,77.3158544
